Name,Item,2006-12,2007-12,2008-12,2009-12,2010-12,2011-12,2012-12,2013-12,2014-12,2015-12,2016-12,2017-12,2018-12,2019-12
메디톡스,당기순이익(지배),"1,307,169","1,500,498","4,824,312","8,813,717","10,390,783","7,371,928.20","15,436,738.47","14,303,535.94","43,627,867.92","42,292,784.53","59,231,019.52","70,106,132.64","69,963,675.93","26,205,603"
메디톡스,자본총계,"10,856,017","13,813,309","18,852,726","26,960,746","36,697,591","41,081,079.20","55,190,761.11","60,684,999.17","81,589,637.51","113,482,969.47","147,678,619.25","196,525,985.19","257,241,639.87","262,680,764.33"
메디톡스,자본총계(지배),"10,856,017","13,813,309","18,852,726","26,960,746","36,697,591","41,081,079.20","55,190,761.11","60,684,999.17","81,589,637.51","113,482,969.47","147,678,619.25","191,653,545.09","252,587,221.51","259,147,914.03"
메디톡스,EBITDA,"1,503,231","2,169,873","6,085,636","9,869,984","12,178,258","8,772,337.86","18,772,872.80","18,275,095.94","54,999,679.46","55,520,891.36","80,480,895.98","95,199,193.49","102,760,773.01","45,032,823.45"
메디톡스,EBITDA2,"1,779,304","2,195,776","5,743,254","9,820,333","12,359,309","10,148,324.62","18,794,012.72","18,626,582.22","52,815,555.20","55,507,384.62","79,921,106.64","95,233,371.56","101,532,681.37","43,829,526.46"
유비쿼스홀딩스,매출총이익률,52.91,48.35,41.95,42.34,48.24,44.26,41.09,43.43,45.58,39.51,79.82,85.27,43.08,33.73
유비쿼스홀딩스,영업이익률,27.84,26.28,22.07,19.44,21.14,18.27,16.4,17.42,17.85,18.18,32.39,20.15,20.21,12.17
유비쿼스홀딩스,ROE,46.28,40.4,21.4,31.45,18.31,,11.13,14.13,12.46,15.36,11.33,51.78,8.31,5.56
유비쿼스홀딩스,ROE(지배),46.28,40.4,21.4,31.45,18.31,,11.27,13.98,12.67,15.39,11.33,51.78,5.12,3.53
유비쿼스홀딩스,매출액증가율(YoY),24.73,28.89,-1.91,66.51,-26.63,,1.58,58.18,1.27,35.44,-95.28,1.48,"1,009.24",30.42
유비쿼스홀딩스,영업이익증가율(YoY),45.45,21.69,-17.64,46.66,-20.2,,-8.79,68.01,3.75,37.93,-91.59,-36.87,"1,012.31",-21.43
유비쿼스홀딩스,유동비율,453.86,472.9,469.46,346.95,652.27,554.32,393.49,371.04,288.6,350.49,657.21,"2,614.90",623.93,569
유비쿼스홀딩스,당좌비율,418.18,435.93,402.29,325.21,615.7,507.25,364.69,323.64,230.53,319.04,613.74,"2,614.90",466.22,398.76
유비쿼스홀딩스,부채비율,25.59,25.03,22.06,37.31,18.2,17.39,17.79,17.69,25.36,27.2,14.86,3.42,13.56,15.7
유비쿼스홀딩스,이자보상배율,"2,460.93",,684.9,62.5,68.85,205.45,125.1,162.21,365.77,713.74,,,,"2,062.06"
유비쿼스홀딩스,매출채권회전율,5.40742,7.44549,8.19311,7.3387,5.27607,,8.04803,8.28793,4.43502,5.44397,0.37622,0.90489,11.64632,8.60007
유비쿼스홀딩스,재고자산회전율,19.80941,16.23242,10.00685,14.40926,12.35375,,9.81624,13.76246,8.08012,9.53152,0.59967,1.46842,9.85488,6.05452
유비쿼스홀딩스,매출액,"52,913,496","68,201,559","66,898,241","111,394,380","81,727,539","73,659,400.40","74,822,725.07","118,352,627.79","119,854,277.76","162,330,626.11","7,659,930","7,773,041.81","86,222,033.77","112,451,243"
유비쿼스홀딩스,세전계속사업이익,"15,503,470","19,589,500","14,454,581","30,442,972","23,738,582","19,049,851.28","18,945,848.92","25,513,492.11","26,052,271.07","36,314,369.39","6,234,905.79","11,111,677.99","18,976,309.92","16,705,351.03"
유비쿼스홀딩스,당기순이익,"14,009,645","18,463,729","13,010,953","26,313,586","20,278,795","15,960,036.49","14,952,431.92","21,357,304.50","21,222,984.31","29,510,236.15","23,925,421.75","96,694,231.56","16,668,486.26","13,911,860.74"
유비쿼스홀딩스,당기순이익(지배),"14,009,645","18,463,729","13,010,953","26,313,586","20,278,795","16,035,728.68","15,106,800.91","21,022,186.03","21,465,875.93","29,510,236.15","23,925,421.75","96,694,231.56","8,999,789.35","7,000,106.49"
유비쿼스홀딩스,자본총계,"36,474,439","54,938,168","66,682,949","100,632,774","120,922,602","127,108,892.04","141,616,094.21","160,756,573.37","179,961,659.97","204,418,630.49","217,752,497.08","155,739,636.71","245,648,089.52","255,050,799.47"
유비쿼스홀딩스,자본총계(지배),"36,474,439","54,938,168","66,682,949","100,632,774","120,922,602","127,070,475.14","141,057,768.96","159,786,965.34","179,095,386.44","204,418,630.49","217,752,497.08","155,739,636.71","195,951,509.23","200,340,869.78"
유비쿼스홀딩스,EBITDA,"15,474,269","18,639,765","12,848,355","28,902,978","21,071,975","15,978,535.31","14,833,905.05","23,075,980.88","25,601,564.41","36,782,632.97","6,914,282.19","10,406,398.90","19,351,124.95","17,148,079.99"
유비쿼스홀딩스,EBITDA2,"15,519,613","18,749,605","15,758,667","22,805,111","18,311,026","14,549,266.65","13,451,584.69","22,393,671.79","24,364,925.16","32,461,079.85","5,630,490.58","3,097,591.64","19,921,128.21","16,516,497.21"
대성파인텍,매출총이익률,19.06,18.69,15.09,18.75,15.81,22.98,18.95,20.8,17.43,20.55,18.28,20.27,15.6,12.65
대성파인텍,영업이익률,12.28,13.18,9.83,11.77,9.88,15.81,13.01,13.37,10.4,12.08,10.29,7.98,1.96,0.83
대성파인텍,ROE,4.04,18.51,13.07,13.13,12.48,,15.16,11.49,10.91,11.72,10.11,4.71,5.93,2.52
대성파인텍,ROE(지배),4.04,18.51,13.07,13.13,12.48,,15.2,11.54,10.98,11.81,10.17,4.75,5.93,2.33
대성파인텍,매출액증가율(YoY),13.51,13.9,4.07,-13.02,59.55,,8.01,1.4,9.31,13.88,7.7,-10.78,-9.29,-2.91
대성파인텍,영업이익증가율(YoY),7.08,22.29,-22.43,4.12,33.91,,-11.13,4.18,-14.92,32.22,-8.24,-30.84,-77.67,-58.85
대성파인텍,유동비율,210.74,227.45,268.56,172.13,185.59,155.06,189.54,218.37,153.3,187.68,184.52,146.16,140.69,127.49
대성파인텍,당좌비율,173.32,200.78,237.61,134.04,155.02,123.49,155.79,184.27,116.98,151.22,156.43,116.9,96.35,98.72
대성파인텍,부채비율,108.62,87.45,73.27,77.06,76.37,82.26,49.19,45.16,63.81,62.87,61.72,79.36,78.69,72.92
대성파인텍,이자보상배율,5.66,6.64,5.16,7,7.28,13.99,16.88,40.85,19.72,18.82,8.21,5.97,0.87,0.32
대성파인텍,매출채권회전율,4.52926,3.64566,3.24732,2.55813,3.04913,,3.23025,3.05986,3.35071,3.46884,3.47728,3.26248,3.40866,3.72509
대성파인텍,재고자산회전율,7.69025,11.08731,12.93681,6.82517,7.80983,,7.91227,8.83293,7.41905,6.78595,7.98211,7.18711,5.48794,5.46723
대성파인텍,매출액,"13,958,341","15,898,770","16,545,166","14,390,396","22,959,455","32,471,054.15","35,070,320.35","35,560,821.66","38,872,598.42","44,267,460.21","47,677,368.63","42,539,088.48","38,587,676","37,466,323.48"
대성파인텍,세전계속사업이익,"719,216","2,332,162","1,930,882","1,662,762","2,548,052","4,498,880.09","4,583,537.90","4,849,536.70","3,902,877.80","4,942,295.71","4,808,754.09","2,815,862.01","3,173,649","36,457.74"
대성파인텍,당기순이익,"372,672","1,941,499","1,596,126","1,909,010","2,142,718","3,791,191.60","3,685,255.26","3,160,940.94","3,316,225.38","4,005,080.65","3,951,522.57","2,137,707.65","2,982,309","1,319,994.66"
대성파인텍,당기순이익(지배),"372,672","1,941,499","1,596,126","1,909,010","2,142,718","3,784,979","3,673,148.38","3,158,885.62","3,324,371.80","4,020,930.72","3,964,688.22","2,150,486.08","2,972,839","1,218,981.72"
대성파인텍,자본총계,"9,435,489","11,538,961","12,885,664","16,186,204","18,142,450","22,349,135.67","26,263,438.25","28,774,357.86","32,041,180.90","36,304,200.72","41,901,677.35","48,816,236.64","51,707,863","53,200,691.08"
대성파인텍,자본총계(지배),"9,435,489","11,538,961","12,885,664","16,186,204","18,142,450","22,207,274.33","26,115,764.55","28,636,784.52","31,910,196.59","36,192,553.43","41,800,068.93","48,730,259.90","51,608,180","52,984,716.64"
대성파인텍,EBITDA,"2,592,685","3,708,699","3,018,940","2,854,027","4,522,337","6,254,130.09","6,244,495.90","6,270,956.70","5,761,184.80","6,847,091.71","7,046,727.09","5,237,216.01","5,822,027","3,477,677.74"
대성파인텍,EBITDA2,"3,367,688","3,363,991","2,629,308","2,833,589","4,085,168","6,760,288.38","6,136,248.28","6,199,102.77","5,818,434.82","7,091,952.81","6,734,038.58","5,351,802.14","2,685,999","2,925,769.97"
이수앱지스,매출총이익률,27.91,53.43,38.14,37.6,47.54,50.96,43.22,58.78,56.23,53.06,61.07,52.41,45.43,35.74
이수앱지스,영업이익률,-231.96,-170.86,-117.09,-193.61,-157.61,-119.26,-114.67,-77.4,-89.33,-44.39,-16.38,-41.36,-75.08,-75.31
이수앱지스,ROE,-67.84,-37.02,-62.83,-33.55,-23.21,-31.49,-42.06,-44.7,-56.43,-30.54,-9.72,-16.58,-21.33,-31.01
이수앱지스,ROE(지배),-67.84,-37.02,-62.83,-33.55,-23.21,-31.49,-42.06,-44.7,-56.43,-30.54,-9.72,-16.58,-21.33,-31.01
이수앱지스,매출액증가율(YoY),44.54,25.54,81.12,-10.5,34.57,9.19,8.91,46.24,-13.07,61.63,66.11,2.12,-13.94,25.52
이수앱지스,영업이익증가율(YoY),-1.05,7.53,-24.13,-47.98,-9.55,17.38,-4.72,1.29,-0.33,19.68,38.71,-157.87,-56.24,-25.9
이수앱지스,유동비율,866.55,"1,012.28",121.07,910.92,"1,305.09",663.46,"1,726.82",302.11,164.75,283.65,410.79,505.99,664.85,"1,165.76"
이수앱지스,당좌비율,795.7,859.09,80.31,851.39,"1,142.03",551.78,"1,504.06",248.86,95.36,207.51,248.55,349.14,346.71,794.47
이수앱지스,부채비율,73.31,45.09,145.19,30.66,38.72,28.43,132.98,146.29,181.44,50.26,32.96,25.33,16.92,68.1
이수앱지스,이자보상배율,-59.25,-41.92,-25.67,-36.08,-80.22,-185.26,-6.49,-2.78,-2.13,-2.28,-3.31,-11.38,-24.54,-7.64
이수앱지스,매출채권회전율,6.58043,5.97388,5.39291,3.87856,4.50394,3.72153,3.90403,4.72542,3.41929,4.71578,6.59343,6.03881,4.38825,3.798
이수앱지스,재고자산회전율,4.36429,2.09007,2.25772,1.73425,1.84754,2.08136,2.60968,1.98267,0.80385,0.93877,1.43506,1.28425,0.94044,1.09808
이수앱지스,매출액,"1,714,288","2,152,135","3,898,012","3,488,612","4,694,763","5,126,369","5,582,995.69","8,164,305.95","7,097,097.81","11,470,882","19,054,716.99","19,458,889.86","16,745,736.36","21,019,125.54"
이수앱지스,세전계속사업이익,"-4,502,823","-3,728,076","-6,327,208","-7,130,323","-6,595,936","-5,853,568","-6,374,683","-8,190,513.43","-11,197,539.19","-9,773,362","-4,367,053","-8,729,137.58","-12,988,973.06","-17,816,396.43"
이수앱지스,당기순이익,"-4,502,823","-3,728,076","-6,327,208","-7,130,323","-6,595,936","-5,853,568","-6,374,683","-8,190,513.43","-11,197,539.19","-9,773,362","-4,367,053","-8,729,137.58","-12,988,973.06","-17,816,396.43"
이수앱지스,당기순이익(지배),"-4,502,823","-3,728,076","-6,327,208","-7,130,323","-6,595,936","-5,853,568","-6,374,683","-8,190,513.43","-11,197,539.19","-9,773,362","-4,367,053","-8,729,137.58","-12,988,973.06","-17,816,396.43"
이수앱지스,자본총계,"6,912,553","13,230,273","6,911,688","35,599,973","21,232,536","15,950,590.20","14,362,274.32","22,281,245.48","17,408,021.75","46,589,296","43,251,664","62,051,710.39","59,734,334.97","55,182,838.02"
이수앱지스,자본총계(지배),"6,912,553","13,230,273","6,911,688","35,599,973","21,232,536","15,950,590.20","14,362,274.32","22,281,245.48","17,408,021.75","46,589,296","43,251,664","62,051,710.39","59,734,334.97","55,182,838.02"
이수앱지스,EBITDA,"-4,427,058","-3,438,878","-5,852,832","-6,573,744","-6,461,876","-4,961,439.99","-4,561,938.33","-4,030,208.02","-6,402,654.21","-5,649,403","-1,007,426.74","-5,377,092.57","-9,602,266.91","-12,336,376.15"
이수앱지스,EBITDA2,"-3,751,843","-3,225,861","-4,013,627","-6,093,629","-6,508,371","-4,880,983.56","-5,104,393.87","-4,025,635.02","-4,069,062.17","-2,848,748","-420,383.74","-5,241,241.13","-9,290,605.21","-11,830,266.43"
파인테크닉스,매출총이익률,,,,10.78,26.57,17.55,20.4,12.71,16.94,21.25,13.79,2.95,19.7,13.37
파인테크닉스,영업이익률,,,,-19.1,5.92,3.49,6.17,-3.4,4.95,4.65,0.29,-15.38,-14.49,6.3
파인테크닉스,ROE,,,,,19.85,24.69,15.61,-25.08,12.81,3.8,0.75,-39.34,-27.24,-2.81
파인테크닉스,ROE(지배),,,,,19.85,16.25,11.98,-29.63,20.8,6.49,1.21,-49.64,-40.49,0.59
파인테크닉스,매출액증가율(YoY),,,,,108.38,23.38,32.42,-26.88,16.2,-54.45,30.03,-19.11,-25.89,-1.41
파인테크닉스,영업이익증가율(YoY),,,,,164.59,40.7,134.17,-140.26,269.05,-57.17,-91.9,"-4,394.68",30.19,142.87
파인테크닉스,유동비율,,,,82.86,94.24,86.78,81.46,72.65,80.58,84.67,130.72,84.16,78.89,102.77
파인테크닉스,당좌비율,,,,63.21,71.75,73.07,70.78,60.93,66.01,67.82,64.7,67.49,55.17,68.86
파인테크닉스,부채비율,,,,157.42,109.06,220.61,242.92,262.13,172.69,159.23,92.17,134.32,121.63,71
파인테크닉스,이자보상배율,,,,-3.55,1.61,4.13,4.11,-1.68,2.81,3.26,0.23,-7.63,-6.75,4.49
파인테크닉스,매출채권회전율,,,,,5.29319,4.72424,5.18917,4.26825,4.83519,2.18894,4.26313,5.10063,4.26607,6.91035
파인테크닉스,재고자산회전율,,,,,7.8966,14.45357,16.86071,12.89207,13.77022,5.52109,5.66152,5.74713,7.54144,7.2907
파인테크닉스,매출액,,,,"27,600,890","57,514,664","324,634,349.55","429,894,779.32","314,348,642","365,261,308","166,371,477","216,325,021","174,995,498","129,688,347.83","127,864,368.11"
파인테크닉스,세전계속사업이익,,,,"-3,860,808","2,470,661","24,488,015.33","17,448,668.52","-24,397,240","11,563,722","5,041,079","-2,469,068","-43,025,047","-21,675,946.52","709,933.19"
파인테크닉스,당기순이익,,,,"-6,545,557","6,958,587","20,961,839.28","15,820,856.99","-23,740,834","13,497,836","4,671,704","963,685","-42,400,009","-21,165,094.61","-2,154,807.55"
파인테크닉스,당기순이익(지배),,,,"-6,545,557","6,958,587","7,564,761.99","7,019,738","-17,770,537","15,411,050","6,150,948","1,217,846","-41,069,897","-21,950,124.56","303,795.62"
파인테크닉스,자본총계,,,,"31,409,585","38,704,611","103,724,354.32","98,996,037.70","90,353,735","120,316,741","125,821,603","130,716,789","84,841,877","70,579,532.06","82,956,784.52"
파인테크닉스,자본총계(지배),,,,"31,409,585","38,704,611","54,377,195.30","62,811,079.58","57,133,170","91,060,997","98,427,849","103,447,145","62,012,430","46,403,672.35","56,851,407.04"
파인테크닉스,EBITDA,,,,"-540,035","6,583,257","43,502,889.33","47,648,821.52","4,215,350","40,748,210","29,165,681","17,302,142","-30,094,503","-10,106,461.33","13,218,238.19"
파인테크닉스,EBITDA2,,,,"-2,958,816","5,664,378","28,127,479.02","51,162,337.89","12,822,419","41,849,607","29,752,895","17,984,531","-16,946,305","-9,628,260","18,818,276"
중국식품포장,매출총이익률,14.21,15.99,18.26,17.09,14.76,11.72,14.32,,,,,,,
중국식품포장,영업이익률,10.08,11.28,12.99,10.19,8.88,5.87,9.42,,,,,,,
중국식품포장,ROE,58.68,40.84,39.36,25.65,23.61,12.12,24.41,,,,,,,
중국식품포장,ROE(지배),0,40.84,39.36,25.65,23.46,11.9,23.94,,,,,,,
중국식품포장,매출액증가율(YoY),"1,509.29",3.39,92.83,4.84,59.18,47.86,54.39,,,,,,,
중국식품포장,영업이익증가율(YoY),"2,356.57",15.68,122.09,-17.76,38.61,-2.14,147.63,,,,,,,
중국식품포장,유동비율,137.26,179.05,228.67,106.27,107.75,80.6,79.63,,,,,,,
중국식품포장,당좌비율,97.16,119.33,184.23,70.77,81,53.52,59.68,,,,,,,
중국식품포장,부채비율,82.63,65.06,49.89,100.3,140.79,192.55,208.96,,,,,,,
중국식품포장,이자보상배율,302.45,,,,7.35,2.7,4.44,,,,,,,
중국식품포장,매출채권회전율,13.40367,8.45259,7.48462,6.63128,32.23602,,,,,,,,,
중국식품포장,재고자산회전율,22.01786,10.10014,12.87518,8.2289,9.35469,9.90481,12.25915,,,,,,,
중국식품포장,매출액,"36,996,199","38,250,592","73,757,291","77,329,595","123,089,373","181,997,167","280,989,606",,,,,,,
중국식품포장,세전계속사업이익,"3,850,611","4,544,146","9,841,235","9,753,754","11,122,193","8,873,944","25,473,437",,,,,,,
중국식품포장,당기순이익,"3,850,611","4,262,983","8,469,764","8,380,733","9,267,980","6,011,578","15,205,367",,,,,,,
중국식품포장,당기순이익(지배),,"4,262,983","8,469,764","8,380,733","9,140,399","5,819,769","14,600,529",,,,,,,
중국식품포장,자본총계,"9,395,033","11,482,277","31,560,970","33,796,628","44,705,407","54,515,976","70,045,146",,,,,,,
중국식품포장,자본총계(지배),"9,395,033","11,482,277","31,560,970","33,796,628","44,121,758","53,693,170","68,285,709",,,,,,,
중국식품포장,EBITDA,"4,129,876","5,001,106","10,580,154","10,965,225","14,849,791","16,488,451","36,912,045",,,,,,,
중국식품포장,EBITDA2,"3,997,330","4,772,272","10,322,701","9,093,261","13,166,029","14,340,677","31,949,035",,,,,,,
엔시트론,매출총이익률,42.39,25.71,26.88,22.19,26.91,29.36,25.1,15.22,14.76,13.94,22.38,15.11,1.3,16.13
엔시트론,영업이익률,0.6,12.77,13.99,9.05,6.1,7.28,0.39,-21.63,-7.15,-6.03,0.01,-22.15,-65.14,-53.2
엔시트론,ROE,,49.25,36.84,34.59,14.98,,2.69,-57.11,-30.12,-65.98,-10.65,-62.43,-142.57,-73.81
엔시트론,ROE(지배),,49.25,36.84,34.59,14.98,,2.8,-57.06,-30.07,-65.95,-10.67,-62.43,-164.72,-90.47
엔시트론,매출액증가율(YoY),,378.89,59.97,42.59,-12.78,,3.59,-18.84,57.71,-10.53,-26.04,-37.18,-38.02,-32.78
엔시트론,영업이익증가율(YoY),,"10,138.19",75.27,-7.77,-41.16,,-94.46,"-4,604.86",47.87,24.49,100.09,"-190,325.27",-82.27,45.1
엔시트론,유동비율,224.7,189.23,139.73,240,143.55,183.97,129.42,85.77,87.7,93.98,128.31,145.63,124.62,98.24
엔시트론,당좌비율,106.53,130.56,94.43,209.44,99.6,138.69,87.91,57.73,51.49,45.7,83.7,96.11,91.55,70.75
엔시트론,부채비율,61.16,75.86,81.62,88.35,84.61,71.38,71.45,166.67,282.23,163.59,182.94,153.8,243.22,94.04
엔시트론,이자보상배율,0.48,32.72,20.35,12.97,4.2,10.76,0.49,-17.06,-5.16,-3,0,-3.72,-4.5,-2.55
엔시트론,매출채권회전율,,26.42165,30.03447,29.6341,15.71581,,20.67906,16.50676,15.98161,12.24239,7.16832,4.8414,5.65904,5.05227
엔시트론,재고자산회전율,,10.41739,12.59186,17.59504,10.14618,,8.68378,6.83885,7.94738,5.6494,5.0256,3.81617,3.31456,3.9603
엔시트론,매출액,"4,685,843","22,440,075","35,898,308","51,185,773","44,643,093","47,626,709.10","49,337,989.17","40,043,605.36","63,153,576.32","56,500,755.15","41,788,368.80","26,252,728.72","16,271,101.69","10,936,916.98"
엔시트론,세전계속사업이익,"112,411","1,682,215","3,372,967","5,023,759","2,108,229","2,016,202.61","88,277.66","-12,300,137.44","-4,341,596.02","-5,623,383.22","-1,206,148","-7,407,899.79","-17,876,259.93","-10,122,683.23"
엔시트론,당기순이익,"112,411","2,608,256","2,979,746","4,499,680","2,558,286","2,318,080.48","673,562.05","-11,253,084.67","-3,681,685.56","-7,523,726.97","-1,311,562","-8,732,611.22","-17,814,419.56","-10,060,913.93"
엔시트론,당기순이익(지배),"112,411","2,608,256","2,979,746","4,499,680","2,558,286","2,318,080","701,582","-11,235,988","-3,676,129.58","-7,521,390","-1,314,761","-8,732,611.22","-17,749,868.26","-9,706,880.05"
엔시트론,자본총계,"3,929,335","6,661,795","9,514,547","16,499,734","17,651,129","24,781,403.43","25,349,096.24","14,057,059.62","10,390,921.39","12,414,315.47","12,225,466.40","15,749,322.49","9,240,380.85","18,022,436.51"
엔시트론,자본총계(지배),"3,929,335","6,661,795","9,514,547","16,499,734","17,651,129","24,781,403.43","25,325,213.57","14,055,566","10,391,699.45","12,417,430.96","12,225,466.40","15,749,322.49","5,802,595.82","15,656,750.28"
엔시트론,EBITDA,"519,343","2,226,290","4,234,337","6,497,501","4,092,706","4,583,864.77","3,248,012.25","-7,062,318.92","5,229.95","-1,132,761.21","2,448,711.07","-3,379,425.32","-13,406,884.43","-5,834,015.95"
엔시트론,EBITDA2,"447,201","3,386,693","5,836,332","5,926,332","4,393,397","5,860,307.57","3,206,375.49","-3,723,611.07","-972,206.57",162.31,"2,709,481.94","-3,253,107.65","-8,343,660.40","-3,718,677.45"
코오롱생명과학,매출총이익률,18.26,21.13,26.5,29.93,25.46,28.72,32.49,31.06,25.33,21.37,30.7,24.26,8.09,17.21
코오롱생명과학,영업이익률,7.73,7.24,11.63,14.94,9.37,10.74,15.79,13.14,7.19,1.8,11.66,-4.7,-26.05,-17.87
코오롱생명과학,ROE,33.83,23.95,37.02,24.02,15.99,17.03,21,14.96,4.51,0.59,6.41,-0.35,-10.22,-33.75
코오롱생명과학,ROE(지배),33.83,23.95,37.02,24.02,15.99,17.03,21,14.96,4.51,0.59,6.41,-0.35,-10.22,-33.75
코오롱생명과학,매출액증가율(YoY),"13,131.86",18.05,22.29,23.54,17.4,15.03,20.53,-1.16,-6.43,-7.24,30.62,-25.39,12.34,11.95
코오롱생명과학,영업이익증가율(YoY),"1,085.82",10.53,96.49,58.61,-26.34,31.76,77.34,-17.8,-48.77,-76.77,745.69,-130.04,-523.3,23.2
코오롱생명과학,유동비율,181.83,165.71,152.12,291.21,273.65,288.31,193.16,187.58,183.44,214.3,280.32,239.43,137.28,75.52
코오롱생명과학,당좌비율,104.09,96.63,79.02,192.4,155.32,205.69,103.7,94.09,69.97,120,230.85,165.64,88.68,43.67
코오롱생명과학,부채비율,141.76,126.52,126.72,59.69,45.11,103.95,80.22,67.36,53.4,68.79,36.49,31.42,38.72,175.48
코오롱생명과학,이자보상배율,4.87,7.15,10.08,17.03,22.53,7.1,13.43,10.47,4.46,1.51,13.12,-5.39,-23.27,-7.09
코오롱생명과학,매출채권회전율,28.24412,14.29897,15.89149,10.47596,9.90515,8.29516,7.13135,7.05609,6.90416,7.07828,8.58735,5.89678,6.22394,5.75565
코오롱생명과학,재고자산회전율,7.40951,5.93377,5.32175,5.5321,5.86649,4.98867,4.4351,3.5293,3.04232,3.07384,4.45963,2.90658,3.16061,4.04244
코오롱생명과학,매출액,"48,656,870","57,441,040","70,247,079","86,782,783","101,882,913","117,192,615.09","141,254,377.76","139,611,274.57","130,632,845.43","121,175,339.27","158,284,401","118,102,020.58","132,680,188.59","148,541,236.97"
코오롱생명과학,세전계속사업이익,"2,672,242","3,687,131","9,572,144","10,698,949","9,792,860","12,744,675.01","21,417,203.35","19,815,280.76","7,291,305.02","1,082,832.36","14,887,920.03","-4,381,315.35","-54,916,670","-80,196,713.12"
코오롱생명과학,당기순이익,"2,143,876","3,450,948","7,588,482","8,841,349","8,564,699","11,169,272.55","18,902,265.35","17,228,115.42","5,855,259.51","800,139.30","12,665,386.97","-1,403,754.61","-50,689,554.41","-92,323,436.70"
코오롱생명과학,당기순이익(지배),"2,143,876","3,450,948","7,588,482","8,841,349","8,564,699","11,169,272.55","18,902,265.35","17,228,115.42","5,855,259.51","800,139.30","12,665,386.97","-1,403,754.61","-50,689,554.41","-92,323,436.70"
코오롱생명과학,자본총계,"12,103,899","16,716,112","24,283,675","49,346,437","57,806,128","73,336,116.72","106,698,318.23","123,627,654.20","136,174,777.66","135,442,195.93","259,788,454.30","545,412,213.60","446,145,814.24","101,020,433.18"
코오롱생명과학,자본총계(지배),"12,103,899","16,716,112","24,283,675","49,346,437","57,806,128","73,336,116.72","106,698,318.23","123,627,654.20","136,174,777.66","135,442,195.93","259,788,454.30","545,412,213.60","446,145,814.24","101,020,433.18"
코오롱생명과학,EBITDA,"4,095,146","5,139,921","11,661,728","13,147,923","12,706,287","17,148,470.16","26,080,751.31","28,212,728.04","18,529,809.59","11,737,091.35","24,770,711.28","6,521,907.71","-39,474,324.05","-62,876,532.20"
코오롱생명과학,EBITDA2,"4,467,015","5,115,880","9,537,478","14,858,404","12,563,794","15,949,817.89","26,206,494.90","25,450,104.91","18,756,993.04","11,417,606.23","27,938,483.21","5,692,962.02","-19,718,413.25","-12,503,572.91"
뷰웍스,매출총이익률,56.1,56.23,58.88,50.19,47.8,47.63,50.63,46.71,49.28,45.35,51.34,50.29,49.86,52.88
뷰웍스,영업이익률,30.17,30.56,29.52,25.65,25.04,21.16,16.03,19.28,18.72,19.67,25.97,23.19,17.17,19.43
