Name,Item,2006-12-31,2007-12-31,2008-12-31,2009-12-31,2010-12-31,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31
코오롱생명과학,ROE(지배),33.83 ,23.95 ,37.02 ,24.02 ,15.99 ,17.03 ,21.00 ,14.96 ,4.51 ,0.59 ,6.41 ,-0.35 ,-10.22 ,-33.75 
코오롱생명과학,매출액증가율(YoY),13131.86 ,18.05 ,22.29 ,23.54 ,17.40 ,15.03 ,20.53 ,-1.16 ,-6.43 ,-7.24 ,30.62 ,-25.39 ,12.34 ,11.95 
코오롱생명과학,영업이익증가율(YoY),1085.82 ,10.53 ,96.49 ,58.61 ,-26.34 ,31.76 ,77.34 ,-17.80 ,-48.77 ,-76.77 ,745.69 ,-130.04 ,-523.30 ,23.20 
코오롱생명과학,유동비율,181.83 ,165.71 ,152.12 ,291.21 ,273.65 ,288.31 ,193.16 ,187.58 ,183.44 ,214.30 ,280.32 ,239.43 ,137.28 ,75.52 
코오롱생명과학,당좌비율,104.09 ,96.63 ,79.02 ,192.40 ,155.32 ,205.69 ,103.70 ,94.09 ,69.97 ,120.00 ,230.85 ,165.64 ,88.68 ,43.67 
코오롱생명과학,부채비율,141.76 ,126.52 ,126.72 ,59.69 ,45.11 ,103.95 ,80.22 ,67.36 ,53.40 ,68.79 ,36.49 ,31.42 ,38.72 ,175.48 
코오롱생명과학,이자보상배율,4.87 ,7.15 ,10.08 ,17.03 ,22.53 ,7.10 ,13.43 ,10.47 ,4.46 ,1.51 ,13.12 ,-5.39 ,-23.27 ,-7.09 
코오롱생명과학,매출채권회전율,28.24 ,14.30 ,15.89 ,10.48 ,9.91 ,8.30 ,7.13 ,7.06 ,6.90 ,7.08 ,8.59 ,5.90 ,6.22 ,5.76 
코오롱생명과학,재고자산회전율,7.41 ,5.93 ,5.32 ,5.53 ,5.87 ,4.99 ,4.44 ,3.53 ,3.04 ,3.07 ,4.46 ,2.91 ,3.16 ,4.04 
코오롱생명과학,매출액,48656870.00 ,57441040.00 ,70247079.00 ,86782783.00 ,101882913.00 ,117192615.09 ,141254377.76 ,139611274.57 ,130632845.43 ,121175339.27 ,158284401.00 ,118102020.58 ,132680188.59 ,148541236.97 
코오롱생명과학,세전계속사업이익,2672242.00 ,3687131.00 ,9572144.00 ,10698949.00 ,9792860.00 ,12744675.01 ,21417203.35 ,19815280.76 ,7291305.02 ,1082832.36 ,14887920.03 ,-4381315.35 ,-54916670.00 ,-80196713.12 
코오롱생명과학,당기순이익(지배),2143876.00 ,3450948.00 ,7588482.00 ,8841349.00 ,8564699.00 ,11169272.55 ,18902265.35 ,17228115.42 ,5855259.51 ,800139.30 ,12665386.97 ,-1403754.61 ,-50689554.41 ,-92323436.70 
코오롱생명과학,자본총계(지배),12103899.00 ,16716112.00 ,24283675.00 ,49346437.00 ,57806128.00 ,73336116.72 ,106698318.23 ,123627654.20 ,136174777.66 ,135442195.93 ,259788454.30 ,545412213.60 ,446145814.24 ,101020433.18 
코오롱생명과학,EBITDA2,4467015.00 ,5115880.00 ,9537478.00 ,14858404.00 ,12563794.00 ,15949817.89 ,26206494.90 ,25450104.91 ,18756993.04 ,11417606.23 ,27938483.21 ,5692962.02 ,-19718413.25 ,-12503572.91 
코오롱생명과학,순부채,127103.00 ,-512263.00 ,2192693.00 ,-5879512.00 ,-7168698.00 ,16192890.96 ,43880160.82 ,41306896.90 ,50994167.37 ,47356587.34 ,-76866252.97 ,-29783357.99 ,27296114.78 ,57819596.21 
