Name,Item,2007-12-31,2008-12-31,2009-12-31,2010-12-31,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-12-31
흥국,유동부채,8791463.0,8243961.0,5081409.0,11479049.0,19716240.22,20658197.25,24690497.22,15545549.54,19925896.49,13363593.0,18946340.69,20769599.02,21733179.44,24864364.9
흥국,순부채,1615713.0,6192136.0,1239031.0,6420513.0,29928298.97,27559560.6,22984436.11,19738013.59,14110553.88,8156511.39,5929835.3,-1938931.0,-6957427.38,-2832318.51
흥국,자본총계,15572539.0,17603969.0,20951866.0,25123520.0,40345256.14,42570377.7,45003425.31,45924310.31,46828753.56,49724721.25,55255750.0,61658445.61,67488994.99,74031445.33
흥국,매출액,46410803.0,48416188.0,31081872.0,61091456.0,107972998.7,90278478.72,78820114.96,73042470.67,64346196.09,62732006.13,91625419.76,118012453.7,104480160.0,119116418.8
흥국,매출총이익,8978966.0,6882736.0,2664595.0,6691053.0,13738435.48,10451366.34,9508237.26,7753348.18,7257353.15,9664469.87,14838542.53,17929192.18,18019181.2,23624100.64
흥국,영업이익,6776781.0,4429182.0,819163.0,3909270.0,9224280.29,5543632.75,4994699.01,3113090.75,2647754.13,5153770.89,8824174.56,11139830.89,8887375.48,15608367.66
흥국,당기순이익,4512598.0,2691793.0,-127354.0,4773270.0,7056787.75,3525892.08,3254944.62,1669996.74,1410304.23,3618604.65,6952612.04,8316696.58,7002937.05,11754325.42
흥국,이자비용,264742.0,353895.0,322719.0,213496.0,1168280.5,1963694.95,1363955.91,1011649.47,682488.17,417625.92,220980.92,217247.07,264764.41,175217.21
흥국,EBITDA2,7344238.0,5245846.0,1632566.0,4594393.0,10536541.63,9049917.94,9008012.08,7220097.52,6852189.99,9184165.05,12140453.23,14119312.06,11963735.35,18755151.51
SDN,유동자산,13884832.0,30989679.0,64620882.0,121797029.0,108909329.0,51763969.86,38850494.5,35867128.37,19886302.89,18735037.64,32497018.37,39045610.04,48161407.23,61107000.73
